Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,84106,Single,64,0,2,Offer1,Two-Door Car,20635.0846
Basic,Unemployed,0,Married,66,0,1,Offer2,Four-Door Car,2454.589361
Extended,Retired,16794,Single,96,0,2,Offer1,Four-Door Car,13759.14695
Premium,Unemployed,0,Single,116,0,2,Offer1,Two-Door Car,12313.16484
Basic,Unemployed,0,Married,100,0,8,Offer3,SUV,7516.786075
Extended,Employed,84229,Married,96,0,1,Offer2,Four-Door Car,3915.798108
Basic,Retired,21926,Married,63,0,7,Offer2,Four-Door Car,4755.194923
Basic,Employed,68899,Single,74,0,1,Offer2,Two-Door Car,2912.913958
Extended,Employed,39266,Married,91,0,2,Offer2,Four-Door Car,9476.901955
Basic,Employed,24804,Married,104,0,2,Offer1,SUV,36707.42639
Premium,Employed,43367,Divorced,109.8072757,0,1,Offer2,Four-Door Car,4690.793868
Basic,Unemployed,0,Single,72,0,7,Offer1,Four-Door Car,4706.676993
Basic,Employed,27179,Married,74,0,1,Offer2,Four-Door Car,2936.726182
Basic,Employed,53262,Married,62,4,2,Offer2,Four-Door Car,16887.79708
Extended,Employed,82377,Married,83,0,7,Offer3,Four-Door Car,6627.148927
Premium,Employed,36328,Married,154.7734961,1,4,Offer1,SUV,12052.88693
Extended,Unemployed,0,Single,130,0,3,Offer2,Sports Car,8489.843197
Basic,Employed,79055,Divorced,186,1,1,Offer2,Luxury SUV,7283.934392
Basic,Employed,72191,Married,68,0,2,Offer3,Four-Door Car,8189.967712
Basic,Employed,42650,Married,69,0,5,Offer3,Four-Door Car,5461.967787
Basic,Medical Leave,26239,Married,65,0,2,Offer2,Four-Door Car,7451.479991
Extended,Unemployed,0,Married,96,0,3,Offer1,Two-Door Car,6861.278936
Extended,Employed,49532,Married,78,0,1,Offer1,Four-Door Car,3139.169353
Extended,Unemployed,0,Single,134,0,1,Offer2,Sports Car,4949.389491
Basic,Unemployed,0,Single,108,0,4,Offer1,Sports Car,7329.889139
Basic,Employed,81839,Married,65,1,4,Offer1,Four-Door Car,5207.985921
Basic,Unemployed,0,Married,117,0,4,Offer1,Sports Car,8543.325539
Extended,Employed,54507,Married,138,0,1,Offer2,SUV,5470.060561
Extended,Unemployed,0,Married,80,0,8,Offer2,Four-Door Car,6006.963446
Basic,Disabled,15131,Married,67,0,9,Offer1,Four-Door Car,5112.104787
Basic,Unemployed,0,Married,74,0,4,Offer3,Four-Door Car,5395.346288
Basic,Employed,72117,Married,70,0,2,Offer4,Four-Door Car,8364.559003
Basic,Employed,45025,Married,69,1,1,Offer1,Four-Door Car,2725.322949
Extended,Unemployed,0,Married,98,0,8,Offer1,Two-Door Car,7292.913911
Basic,Employed,58299,Married,103,0,1,Offer1,SUV,4115.577437
Extended,Retired,11828,Divorced,120.773938,0,3,Offer1,SUV,10083.48688
Basic,Unemployed,0,Single,73,1,1,Offer1,Four-Door Car,2315.094985
Basic,Employed,74454,Single,71,0,3,Offer2,Four-Door Car,5595.389905
Extended,Unemployed,0,Single,238,1,4,Offer2,Luxury Car,16793.9728
Basic,Employed,89096,Single,111,0,3,Offer2,SUV,8718.056722
Basic,Employed,89781,Married,65,0,5,Offer4,Two-Door Car,5205.748188
Basic,Employed,68009,Divorced,110,0,2,Offer1,SUV,13295.60284
Extended,Employed,84629,Married,89,1,9,Offer1,Four-Door Car,7236.132483
Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015.009472
Premium,Employed,76157,Married,114,0,1,Offer2,Four-Door Car,4669.22664
Extended,Unemployed,0,Married,137,0,1,Offer1,SUV,5095.439821
Basic,Disabled,29981,Married,71,0,4,Offer1,Two-Door Car,5409.955926
Extended,Employed,37384,Married,99,0,1,Offer2,Four-Door Car,4014.453113
Basic,Employed,25134,Married,67,0,6,Offer2,Four-Door Car,5318.89664
Basic,Employed,23666,Married,104,0,9,Offer1,SUV,8355.958185
Extended,Employed,23235,Married,89.63280045,0,3,Offer2,Two-Door Car,7887.82202
Basic,Unemployed,0,Married,63,0,1,Offer1,Four-Door Car,2355.281389
Basic,Unemployed,0,Single,66.66081234,0,2,Offer3,Four-Door Car,7292.948758
Basic,Unemployed,0,Single,74.29238645,0,9,Offer2,Four-Door Car,4966.848441
Basic,Employed,25506,Married,65,0,1,Offer3,Two-Door Car,2537.929538
Basic,Unemployed,0,Single,61,1,7,Offer1,Four-Door Car,4250.282624
Basic,Medical Leave,14315,Married,71,0,1,Offer2,Four-Door Car,2665.222511
Basic,Employed,48911,Single,61,0,1,Offer3,Two-Door Car,2374.147419
Extended,Employed,57264,Divorced,102.5146972,1,2,Offer1,Four-Door Car,16477.47799
Premium,Employed,88706,Married,110,1,2,Offer3,Two-Door Car,13372.02426
Basic,Unemployed,0,Married,110,2,6,Offer1,SUV,6519.287872
Basic,Employed,32370,Married,115,0,4,Offer1,SUV,9150.137599
Extended,Employed,38736,Divorced,81,0,2,Offer1,Two-Door Car,9597.474777
Basic,Employed,47888,Single,64,1,1,Offer1,Four-Door Car,2489.16729
Basic,Unemployed,0,Single,114,0,1,Offer3,SUV,4002.857594
Extended,Employed,29194,Single,89,0,1,Offer2,Four-Door Car,3425.73115
Basic,Employed,93715,Married,102,2,4,Offer3,SUV,8131.779152
Basic,Retired,10787,Divorced,71,0,8,Offer1,Two-Door Car,4995.1712
Basic,Employed,62803,Married,62,0,5,Offer2,Two-Door Car,4957.033603
Extended,Employed,33599,Divorced,80,0,2,Offer2,Four-Door Car,9388.981905
Basic,Unemployed,0,Single,110,0,1,Offer1,Sports Car,3857.770745
Basic,Employed,55437,Married,64,1,2,Offer3,Four-Door Car,17857.97233
Premium,Employed,88340,Married,102,0,2,Offer1,Two-Door Car,12280.76661
Basic,Medical Leave,29406,Married,68,0,6,Offer1,Four-Door Car,5204.64616
Basic,Unemployed,0,Divorced,63,0,2,Offer1,Four-Door Car,6889.097981
Extended,Employed,54878,Married,96,3,9,Offer3,Four-Door Car,7381.914168
Premium,Medical Leave,18052,Divorced,111,0,1,Offer3,Four-Door Car,4196.257691
Basic,Employed,48197,Single,69,0,2,Offer4,Two-Door Car,8278.716567
Extended,Employed,54726,Married,219,0,1,Offer3,Luxury Car,8779.090552
Premium,Employed,20668,Married,188,3,2,Offer2,Luxury Car,21435.87782
Extended,Employed,30646,Married,81,0,1,Offer1,Four-Door Car,3240.667531
Basic,Unemployed,0,Single,61,2,1,Offer1,Two-Door Car,1918.1197
Extended,Employed,66346,Married,87,1,4,Offer4,Four-Door Car,6991.614179
Basic,Disabled,13483,Single,62,0,3,Offer4,Four-Door Car,4152.652599
Basic,Employed,46621,Married,62,0,2,Offer2,Four-Door Car,7227.120364
Extended,Unemployed,0,Single,88,0,2,Offer2,Four-Door Car,12779.06199
Extended,Employed,86054,Married,239,0,1,Offer2,Luxury Car,9664.330983
Premium,Employed,59038,Married,105,0,1,Offer1,Two-Door Car,4236.468669
Basic,Unemployed,0,Single,67,0,8,Offer1,Four-Door Car,4764.189722
Basic,Employed,72353,Single,101,0,6,Offer2,SUV,7814.604545
Extended,Employed,23235,Married,82,0,3,Offer4,Four-Door Car,6480.099944
Basic,Employed,86721,Divorced,111,0,3,Offer4,SUV,8828.834957
Extended,Employed,38521,Married,134,0,1,Offer1,SUV,5293.368089
Extended,Employed,57760,Single,78,0,3,Offer2,Four-Door Car,6236.018595
Basic,Retired,21004,Single,62,0,3,Offer2,Two-Door Car,4312.869599
Basic,Employed,72208,Married,73,0,8,Offer1,Two-Door Car,5912.783829
Premium,Unemployed,0,Single,161,0,9,Offer1,SUV,11158.12643
Basic,Retired,17622,Divorced,65,0,3,Offer1,Four-Door Car,4458.113369
Extended,Medical Leave,29095,Divorced,91,1,2,Offer1,Two-Door Car,13561.2048
Basic,Employed,72211,Married,73,0,1,Offer2,Two-Door Car,2908.020838
Extended,Employed,63329,Married,90,0,1,Offer4,Four-Door Car,3622.872124
Basic,Employed,69746,Divorced,74,0,1,Offer1,Four-Door Car,2959.819985
Extended,Employed,26577,Married,79,0,7,Offer3,Four-Door Car,6292.735356
Extended,Employed,41972,Divorced,86,0,1,Offer2,Four-Door Car,3401.881747
Basic,Medical Leave,23748,Married,82.91910073,1,2,Offer1,Four-Door Car,10781.61334
Basic,Employed,82093,Divorced,62,0,3,Offer2,Four-Door Car,4942.873707
Basic,Employed,43000,Married,109,0,2,Offer2,SUV,21886.19626
Extended,Employed,77135,Married,82,0,4,Offer3,Four-Door Car,6515.026481
Premium,Employed,25074,Divorced,190,0,5,Offer2,SUV,13745.04802
Basic,Employed,79898,Married,62,1,1,Offer4,Four-Door Car,2452.977288
Extended,Unemployed,0,Single,124,0,9,Offer2,SUV,9986.661111
Extended,Employed,33599,Married,82,0,2,Offer2,Two-Door Car,9448.833931
Premium,Employed,72149,Divorced,102,0,3,Offer1,Four-Door Car,8072.746442
Basic,Employed,50909,Married,112,0,1,Offer2,SUV,4465.604359
Extended,Employed,41025,Married,92,0,6,Offer1,Four-Door Car,7304.395148
Basic,Medical Leave,17331,Divorced,117,0,6,Offer1,SUV,8991.98452
Basic,Employed,68899,Married,74,0,1,Offer4,Four-Door Car,2918.576189
Basic,Employed,97984,Married,61,1,5,Offer2,Four-Door Car,4880.339614
Premium,Unemployed,0,Single,122.8943843,2,3,Offer1,Sports Car,11431.73089
Extended,Unemployed,0,Single,94,0,8,Offer3,Four-Door Car,6979.535903
Extended,Employed,25899,Divorced,79,0,8,Offer4,Two-Door Car,6042.9119
Basic,Employed,20532,Single,73.1770368,3,3,Offer2,Four-Door Car,7897.015071
Extended,Unemployed,0,Married,95,0,1,Offer3,Four-Door Car,3669.83263
Basic,Employed,97742,Single,67,0,5,Offer1,Four-Door Car,5367.089817
Extended,Employed,33806,Divorced,89,0,2,Offer2,Four-Door Car,27789.69235
Basic,Disabled,21299,Married,69,0,9,Offer3,Four-Door Car,5316.606293
Basic,Employed,55479,Divorced,68,1,1,Offer1,Two-Door Car,2702.380487
Premium,Employed,44988,Married,108,0,3,Offer1,Two-Door Car,8620.997439
Extended,Unemployed,0,Married,125,0,1,Offer4,SUV,4975.171042
Basic,Employed,94242,Divorced,107,0,1,Offer2,SUV,4325.491222
Extended,Employed,35482,Married,129,0,3,Offer1,SUV,10208.92761
Extended,Employed,71153,Married,122,0,1,Offer2,Sports Car,4916.303715
Basic,Employed,80744,Married,111,0,2,Offer3,SUV,13441.00637
Extended,Employed,24743,Divorced,84,0,2,Offer2,Four-Door Car,26220.03266
Basic,Employed,39604,Married,68,0,8,Offer1,Four-Door Car,5357.260833
Basic,Employed,58839,Married,64,1,2,Offer1,Four-Door Car,7433.820995
Basic,Unemployed,0,Married,64,0,1,Offer4,Four-Door Car,2316.796105
Premium,Unemployed,0,Single,165,1,2,Offer1,SUV,16350.13061
Basic,Employed,28422,Married,68,1,2,Offer3,Four-Door Car,7891.584409
Extended,Unemployed,0,Single,76,0,1,Offer4,Two-Door Car,2710.918992
Premium,Employed,53243,Single,102,3,2,Offer1,Four-Door Car,23228.23674
Extended,Employed,66429,Married,136,0,1,Offer2,Sports Car,5389.499465
Basic,Employed,79325,Married,68,0,4,Offer2,Four-Door Car,5482.549359
Basic,Employed,47663,Married,114,0,3,Offer3,SUV,9150.137599
Basic,Employed,26242,Married,74,0,1,Offer2,Four-Door Car,2926.829158
Basic,Unemployed,0,Married,103,0,2,Offer2,SUV,11039.31617
Basic,Employed,30752,Married,73,0,1,Offer1,Four-Door Car,2924.976721
Extended,Employed,74931,Divorced,89,0,1,Offer1,Two-Door Car,3571.82831
Extended,Employed,49529,Married,78,0,3,Offer4,Two-Door Car,6176.700392
Basic,Retired,28120,Married,112,0,3,Offer1,SUV,8560.162384
Basic,Unemployed,0,Single,72,0,1,Offer1,Two-Door Car,2596.1852
Basic,Employed,38713,Divorced,66,4,6,Offer2,Four-Door Car,4834.710493
Basic,Employed,66707,Married,61,0,4,Offer2,Four-Door Car,4874.665223
Extended,Employed,23629,Married,88,0,1,Offer3,Four-Door Car,3508.905811
Basic,Employed,70258,Divorced,69,0,2,Offer1,Four-Door Car,8293.481886
Extended,Disabled,18558,Married,80,0,1,Offer1,Four-Door Car,3087.999917
Premium,Employed,27607,Married,104,0,2,Offer4,Four-Door Car,28511.03331
Premium,Retired,28142,Married,105,0,1,Offer2,Sports Car,3873.647046
Extended,Medical Leave,15616,Married,85,1,2,Offer3,Four-Door Car,13478.8
Extended,Employed,58194,Married,84,0,2,Offer2,Four-Door Car,10049.28585
Extended,Unemployed,0,Single,133,0,2,Offer1,SUV,14641.51818
Basic,Employed,67763,Married,73,1,1,Offer1,Four-Door Car,2903.939763
Basic,Unemployed,0,Single,65,0,3,Offer2,Four-Door Car,4413.255399
Premium,Employed,87002,Married,110,0,2,Offer1,Two-Door Car,26576.31541
Extended,Unemployed,0,Divorced,95,0,5,Offer1,Two-Door Car,6846.150323
Basic,Employed,28582,Single,109,1,2,Offer2,Sports Car,12904.94336
Basic,Employed,82302,Married,106,0,1,Offer1,SUV,4331.460674
Premium,Employed,94851,Single,104,0,3,Offer1,Four-Door Car,8283.843281
Extended,Employed,54872,Married,121,0,3,Offer2,SUV,9621.72619
Basic,Employed,58237,Single,63,0,1,Offer2,Four-Door Car,2402.172069
Basic,Medical Leave,11167,Married,70.36757196,0,1,Offer1,Two-Door Car,2509.508795
Basic,Employed,76441,Single,62,0,1,Offer2,Four-Door Car,2472.227293
Basic,Unemployed,0,Single,72,0,3,Offer2,Four-Door Car,4727.354548
Extended,Employed,58713,Married,98,0,1,Offer1,Four-Door Car,3903.802262
Premium,Employed,46384,Married,113,0,1,Offer2,Four-Door Car,4443.736209
Basic,Employed,32946,Married,66,0,6,Offer1,Two-Door Car,5205.024842
Basic,Employed,29038,Married,67,5,1,Offer4,Two-Door Car,2685.177658
Basic,Employed,54898,Single,69,0,9,Offer1,Two-Door Car,5417.744055
Basic,Employed,70492,Divorced,70,0,7,Offer3,Two-Door Car,5638.046345
Basic,Unemployed,0,Divorced,62,1,1,Offer1,Four-Door Car,2175.740021
Extended,Unemployed,0,Single,94,0,1,Offer1,Two-Door Car,3199.703983
Basic,Retired,10621,Single,67,0,5,Offer1,Four-Door Car,4386.277558
Extended,Employed,66146,Married,93.58143686,0,2,Offer1,Four-Door Car,11003.54385
Extended,Employed,34307,Divorced,92,0,1,Offer2,Two-Door Car,3508.905811
Basic,Employed,43793,Married,71,0,1,Offer2,Four-Door Car,2842.822337
Basic,Medical Leave,29926,Divorced,74,0,1,Offer1,Four-Door Car,2756.941661
Basic,Employed,96045,Divorced,61,0,1,Offer4,Two-Door Car,2452.360892
Basic,Employed,83086,Married,71,3,3,Offer3,Four-Door Car,5670.132321
Basic,Medical Leave,24641,Married,61,0,1,Offer1,Four-Door Car,2311.382109
Basic,Employed,99159,Divorced,182,0,9,Offer4,Luxury Car,15055.53836
Basic,Unemployed,0,Single,63,1,1,Offer1,Two-Door Car,2361.883909
Premium,Unemployed,0,Married,169,0,7,Offer4,SUV,11638.89947
Basic,Employed,98350,Married,101,3,3,Offer1,SUV,7960.007541
Extended,Employed,80590,Married,76,0,3,Offer4,Four-Door Car,6162.19867
Basic,Medical Leave,18129,Divorced,71,0,1,Offer3,Two-Door Car,2624.896858
Basic,Employed,42995,Married,101,0,2,Offer3,SUV,11982.42085
Premium,Employed,35979,Married,113,0,1,Offer2,Four-Door Car,4434.028141
Extended,Medical Leave,11276,Single,98.59521208,4,2,Offer2,Two-Door Car,30647.63125
Basic,Employed,88359,Divorced,73,0,9,Offer2,Two-Door Car,5823.162917
Basic,Employed,67798,Divorced,69,0,9,Offer4,Four-Door Car,5535.963648
Premium,Employed,66140,Married,101,0,3,Offer1,Four-Door Car,8162.617053
Basic,Unemployed,0,Single,67,5,7,Offer4,Four-Door Car,3538.059456
Basic,Employed,51455,Single,68,0,1,Offer2,Four-Door Car,2705.987629
Premium,Employed,88590,Married,107,0,1,Offer3,Two-Door Car,4300.901435
Basic,Unemployed,0,Single,72,0,1,Offer1,Four-Door Car,2563.863345
Basic,Unemployed,0,Single,85.30628921,1,9,Offer1,Four-Door Car,4743.694528
Extended,Employed,79494,Married,90,0,3,Offer4,Four-Door Car,7288.297591
Basic,Employed,58828,Married,69,4,1,Offer1,Two-Door Car,2709.539796
Basic,Employed,73847,Married,73,1,1,Offer2,Two-Door Car,2935.988346
Basic,Employed,63878,Married,116,0,4,Offer4,SUV,9123.911266
Basic,Employed,73692,Married,67,0,2,Offer2,Two-Door Car,24338.51185
Extended,Employed,81081,Married,85.32366886,1,2,Offer4,Four-Door Car,11546.17372
Basic,Unemployed,0,Married,65,0,1,Offer1,Four-Door Car,2388.949198
Basic,Employed,40525,Married,73,0,1,Offer2,Four-Door Car,2879.63179
Basic,Employed,91811,Single,65.82034683,0,1,Offer2,Four-Door Car,2860.747385
Premium,Employed,39049,Married,173,0,2,Offer2,Sports Car,14435.67365
Extended,Employed,85586,Married,77,0,1,Offer4,Two-Door Car,3113.338974
Extended,Employed,52018,Divorced,78,3,7,Offer1,Four-Door Car,5971.313496
Basic,Unemployed,0,Single,63,0,2,Offer1,Four-Door Car,6556.099198
Basic,Employed,73601,Married,73,0,1,Offer2,Four-Door Car,2944.180861
Extended,Employed,38910,Married,78,0,2,Offer2,Two-Door Car,9426.384787
Basic,Retired,26806,Married,63,0,2,Offer1,Four-Door Car,7019.177186
Extended,Employed,34624,Married,93,0,1,Offer1,Two-Door Car,3761.792015
Basic,Medical Leave,19065,Married,61,0,7,Offer4,Two-Door Car,4582.685265
Extended,Unemployed,0,Divorced,134,0,1,Offer3,SUV,5124.984391
Extended,Employed,56480,Married,87,0,2,Offer1,Four-Door Car,10330.43794
Extended,Employed,35442,Married,239,0,2,Offer3,Luxury Car,28622.31443
Extended,Unemployed,0,Married,122,2,7,Offer2,SUV,8532.718297
Basic,Employed,37435,Single,105,0,1,Offer3,SUV,4070.045873
Basic,Employed,32802,Married,114,0,1,Offer2,SUV,4525.276524
Extended,Unemployed,0,Single,139,0,2,Offer1,SUV,18634.72656
Basic,Employed,37050,Married,110,1,2,Offer1,Sports Car,12885.78676
Basic,Unemployed,0,Single,61,0,4,Offer1,Four-Door Car,4520.339327
Basic,Unemployed,0,Married,67,0,1,Offer4,Four-Door Car,2525.419695
Extended,Employed,61091,Single,95,0,8,Offer2,Two-Door Car,7496.006588
Extended,Unemployed,0,Married,77,0,6,Offer1,Four-Door Car,5830.561364
Basic,Employed,92254,Married,70,0,7,Offer3,Four-Door Car,5729.855012
Basic,Employed,86834,Single,64,0,8,Offer4,Four-Door Car,5004.135361
Extended,Retired,17489,Married,98,0,1,Offer2,Two-Door Car,3554.845264
Extended,Employed,21368,Married,79,0,6,Offer2,Four-Door Car,6308.922374
Extended,Employed,71038,Married,87,0,7,Offer1,Four-Door Car,6899.709949
Extended,Employed,68082,Single,88,0,1,Offer2,Four-Door Car,3450.073829
Basic,Employed,20346,Married,74,0,2,Offer3,Two-Door Car,26199.52707
Basic,Employed,85537,Married,108,0,2,Offer2,SUV,26416.25478
Basic,Employed,78487,Divorced,117,0,2,Offer3,SUV,32871.74779
Premium,Unemployed,0,Married,112,0,1,Offer3,SUV,4102.199975
Basic,Retired,13624,Divorced,117,0,2,Offer4,Sports Car,27937.75093
Extended,Employed,43578,Married,98,0,1,Offer2,Two-Door Car,3890.964154
Basic,Employed,44938,Married,183,0,1,Offer2,Luxury Car,7373.225991
Basic,Employed,48091,Married,108,0,9,Offer1,SUV,8617.550432
Basic,Unemployed,0,Single,111,0,3,Offer3,SUV,7542.713967
Basic,Employed,44818,Divorced,67,1,2,Offer1,Two-Door Car,7956.150059
Basic,Employed,54183,Divorced,70,0,1,Offer1,Four-Door Car,2764.024716
Basic,Employed,39854,Divorced,66,0,7,Offer2,Two-Door Car,5217.513287
Basic,Employed,55338,Married,117,0,9,Offer3,SUV,9426.384787
Basic,Employed,51789,Divorced,70,0,1,Offer4,Four-Door Car,2750.705045
Basic,Employed,47325,Divorced,109,2,9,Offer3,SUV,8534.792754
Basic,Employed,49825,Married,70,3,2,Offer3,Two-Door Car,16477.76843
Basic,Employed,35654,Married,72,0,1,Offer2,Two-Door Car,2885.742441
Premium,Employed,34080,Married,107,1,1,Offer4,Four-Door Car,4126.61326
Basic,Employed,29038,Divorced,70,0,1,Offer4,Four-Door Car,2688.863963
Basic,Employed,71391,Married,67,0,2,Offer2,Four-Door Car,8044.872393
Basic,Employed,48269,Single,67,0,1,Offer3,Four-Door Car,2685.425957
Extended,Employed,42165,Single,123,0,1,Offer1,SUV,4747.734642
Basic,Retired,18608,Divorced,71,0,1,Offer2,Four-Door Car,2538.62632
Extended,Employed,23339,Married,138,0,1,Offer1,SUV,5423.136755
Basic,Unemployed,0,Single,64,0,2,Offer3,Four-Door Car,11228.28966
Extended,Employed,67735,Married,88,0,3,Offer3,Four-Door Car,7096.598526
Extended,Employed,45310,Married,229,0,1,Offer3,Luxury SUV,9090.269181
Basic,Disabled,15383,Married,65.1424853,0,4,Offer1,Four-Door Car,4572.041785
Basic,Disabled,11689,Divorced,117,0,1,Offer4,SUV,4163.79336
Basic,Employed,21189,Married,66,0,2,Offer2,Four-Door Car,18704.85055
Extended,Unemployed,0,Single,80,0,3,Offer2,Four-Door Car,5412.696604
Basic,Unemployed,0,Single,67,0,4,Offer2,Four-Door Car,4814.350556
Basic,Unemployed,0,Single,68,0,3,Offer1,Two-Door Car,4650.68277
Extended,Unemployed,0,Married,87,0,6,Offer2,Four-Door Car,6314.596813
Basic,Employed,81082,Married,73,0,4,Offer2,Four-Door Car,5838.89915
Basic,Unemployed,0,Single,71,1,7,Offer3,Four-Door Car,5100.088201
Premium,Employed,47950,Married,170,1,8,Offer1,SUV,13334.26763
Extended,Employed,63326,Married,225,0,1,Offer2,Luxury Car,8935.274872
Extended,Employed,20694,Married,94,1,1,Offer2,Two-Door Car,3647.24611
Basic,Employed,99428,Married,64,1,5,Offer1,Four-Door Car,5185.797582
Extended,Employed,28311,Married,244,0,2,Offer3,Luxury Car,41075.42879
Basic,Employed,57222,Married,112,1,2,Offer2,Sports Car,13502.63148
Basic,Employed,42743,Married,117,1,6,Offer1,SUV,9061.951591
Basic,Employed,43282,Divorced,72,0,3,Offer2,Two-Door Car,5808.932598
Basic,Employed,76850,Married,89.50494564,0,1,Offer1,Four-Door Car,2927.216278
Basic,Unemployed,0,Single,69,0,2,Offer1,Four-Door Car,7457.468107
Extended,Employed,70247,Single,83,1,1,Offer4,Four-Door Car,3278.53188
Basic,Employed,72421,Married,66.61192679,0,1,Offer2,Four-Door Car,2592.437797
Basic,Employed,77237,Single,105,0,2,Offer1,SUV,43026.52149
Basic,Unemployed,0,Married,72,0,7,Offer3,Four-Door Car,5527.988928
Extended,Employed,77365,Divorced,79,0,2,Offer2,Two-Door Car,9431.376818
Extended,Unemployed,0,Single,128,0,8,Offer1,SUV,9095.744565
Basic,Employed,29486,Married,62,0,1,Offer2,Four-Door Car,2457.440923
Basic,Employed,97924,Married,74,0,2,Offer1,Two-Door Car,8962.795984
Extended,Employed,47451,Married,87,1,6,Offer2,Four-Door Car,6802.06713
Extended,Employed,93087,Divorced,130,0,1,Offer2,Sports Car,5285.918307
Basic,Employed,83208,Married,68,0,4,Offer2,Four-Door Car,5459.216794
Basic,Unemployed,0,Single,65,0,1,Offer3,Four-Door Car,2361.742243
Basic,Employed,32967,Married,105,1,4,Offer1,SUV,8161.944953
Basic,Employed,47325,Married,107,0,6,Offer1,SUV,8534.792754
Extended,Disabled,22565,Married,120.3948397,0,1,Offer3,SUV,5110.755667
Basic,Retired,27972,Married,61,0,1,Offer3,Four-Door Car,2227.072755
Extended,Employed,70742,Married,124,1,1,Offer4,SUV,4887.794108
Basic,Medical Leave,19352,Married,65,0,1,Offer1,Four-Door Car,2467.620791
